#good/bad,id_actual,id_written,actual_sample_name,written_sample_name,sample_path
bad,2,7,Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/33604.processed.png
bad,2,9,Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_37-12LanePADKenya2015-1-10891.processed.png
bad,3,4,Lactose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_37-12LanePADKenya2015-1-1954.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_37-12LanePADKenya2015-1-12859.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_36-12LanePADKenya2015-1-32064.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_36-12LanePADKenya2015-1-16513.processed.png
bad,3,4,Lactose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_36-12LanePADKenya2015-1-13890.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_36-12LanePADKenya2015-1-2700.processed.png
bad,2,7,Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_36-12LanePADKenya2015-1-12581.processed.png
bad,3,4,Lactose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/31806.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/31801.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/31666.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/31628.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/34035.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/34025.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/35716.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_31-12LanePADKenya2015-1-1447.processed.png
bad,2,1,Starch,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/34152.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_31-12LanePADKenya2015-1-17297.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/34153.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-31978.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-12461.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-9018.processed.png
bad,3,9,Lactose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-5451.processed.png
bad,5,9,Cellulose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-4857.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/35785.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-980.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-9162.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-2133.processed.png
bad,2,7,Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-9411.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/32347.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-30251.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/32168.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-12606.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-8238.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_38-12LanePADKenya2015-1-5628.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/29951.processed.png
bad,5,4,Cellulose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/29950.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/34276.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/34279.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/35154.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/34278.processed.png
bad,5,1,Cellulose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_22-12LanePADKenya2015-1-18088.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/35105.processed.png
bad,0,7,Paracetamol Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_22-12LanePADKenya2015-1-21707.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-19097.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-16223.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-11078.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-31087.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-11298.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-25273.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-22384.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-27844.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-3105.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-30506.processed.png
bad,5,8,Cellulose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-24693.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-15264.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-26333.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_25-12LanePADKenya2015-1-27458.processed.png
bad,5,4,Cellulose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/35622.processed.png
bad,5,1,Cellulose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/33702.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-5265.processed.png
bad,3,9,Lactose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-24114.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/35097.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/35237.processed.png
bad,5,8,Cellulose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-7714.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/32488.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-2667.processed.png
bad,3,9,Lactose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-32023.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-627.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/34872.processed.png
bad,8,1,Benzyl Penicillin,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-21271.processed.png
bad,3,4,Lactose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_40-12LanePADKenya2015-1-23605.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/35565.processed.png
bad,5,9,Cellulose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/32425.processed.png
bad,1,8,Penicillin Procaine,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_24-12LanePADKenya2015-1-24286.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_24-12LanePADKenya2015-1-16825.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/35555.processed.png
bad,8,1,Benzyl Penicillin,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_24-12LanePADKenya2015-1-11062.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/35554.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_24-12LanePADKenya2015-1-31192.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/35174.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/35548.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/35170.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_24-12LanePADKenya2015-1-23557.processed.png
bad,0,1,Paracetamol Starch,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_23-12LanePADKenya2015-1-13831.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_23-12LanePADKenya2015-1-6267.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_23-12LanePADKenya2015-1-25470.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_23-12LanePADKenya2015-1-21662.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_23-12LanePADKenya2015-1-11339.processed.png
bad,5,9,Cellulose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/34733.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/34706.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/34251.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/34246.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/34537.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/34539.processed.png
bad,5,4,Cellulose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/34484.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/34543.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_34-12LanePADKenya2015-1-16807.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/34602.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_34-12LanePADKenya2015-1-3715.processed.png
bad,3,4,Lactose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/34577.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/34590.processed.png
bad,5,9,Cellulose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/32452.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/30764.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/33910.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_34-12LanePADKenya2015-1-29933.processed.png
bad,5,4,Cellulose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/33807.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/33818.processed.png
bad,3,1,Lactose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-16033.processed.png
bad,2,1,Starch,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-7981.processed.png
bad,1,8,Penicillin Procaine,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-12969.processed.png
bad,3,1,Lactose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-11012.processed.png
bad,3,4,Lactose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-13420.processed.png
bad,5,1,Cellulose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-745.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-21685.processed.png
bad,2,7,Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-27157.processed.png
bad,2,9,Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-19086.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-17298.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-30379.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-27970.processed.png
bad,2,7,Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_33-12LanePADKenya2015-1-18014.processed.png
bad,5,9,Cellulose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_32-12LanePADKenya2015-1-25385.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/29881.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_32-12LanePADKenya2015-1-29984.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/35186.processed.png
bad,2,9,Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/34295.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/32910.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/32433.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/32946.processed.png
bad,3,1,Lactose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_32-12LanePADKenya2015-1-15324.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_32-12LanePADKenya2015-1-31741.processed.png
bad,3,1,Lactose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_32-12LanePADKenya2015-1-3566.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/32756.processed.png
bad,2,1,Starch,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/36249.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-9268.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-11296.processed.png
bad,5,8,Cellulose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-20186.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-19107.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/32331.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-18118.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/35586.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-10396.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-15835.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_35-12LanePADKenya2015-1-24013.processed.png
bad,0,1,Paracetamol Starch,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/32795.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/32527.processed.png
bad,5,8,Cellulose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_26-12LanePADKenya2015-1-1845.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/35921.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/35306.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/35207.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/35995.processed.png
bad,0,7,Paracetamol Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/35994.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/analyst_21-12LanePADKenya2015-1-4641.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/35813.processed.png
bad,5,4,Cellulose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/33763.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/analyst_21-12LanePADKenya2015-1-23144.processed.png
bad,3,1,Lactose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/30109.processed.png
bad,5,1,Cellulose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/30140.processed.png
bad,5,1,Cellulose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/analyst_21-12LanePADKenya2015-1-12878.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/34135.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/35355.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/analyst_21-12LanePADKenya2015-1-13639.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/analyst_21-12LanePADKenya2015-1-27547.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/35364.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/31719.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/30082.processed.png
bad,0,7,Paracetamol Starch,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_28-12LanePADKenya2015-1-7337.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_28-12LanePADKenya2015-1-28600.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/31602.processed.png
bad,8,1,Benzyl Penicillin,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/31620.processed.png
bad,5,7,Cellulose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_28-12LanePADKenya2015-1-12599.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_28-12LanePADKenya2015-1-16681.processed.png
bad,5,4,Cellulose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/35291.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_28-12LanePADKenya2015-1-3222.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_28-12LanePADKenya2015-1-21648.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/31677.processed.png
bad,2,4,Starch,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_28-12LanePADKenya2015-1-2624.processed.png
bad,0,9,Paracetamol Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_29-12LanePADKenya2015-1-14254.processed.png
bad,6,7,Vitamin C,Quinine,/var/www/html/joomla/images/padimages/msh/processed/34184.processed.png
bad,6,4,Vitamin C,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/34173.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/30217.processed.png
bad,8,1,Benzyl Penicillin,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_29-12LanePADKenya2015-1-23387.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_29-12LanePADKenya2015-1-8731.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/35505.processed.png
bad,6,1,Vitamin C,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/35511.processed.png
bad,2,8,Starch,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/33745.processed.png
bad,2,9,Starch,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/33996.processed.png
bad,3,8,Lactose,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/34238.processed.png
bad,3,7,Lactose,Quinine,/var/www/html/joomla/images/padimages/msh/processed/35942.processed.png
bad,3,1,Lactose,Penicillin Procaine,/var/www/html/joomla/images/padimages/msh/processed/Analyst_27-12LanePADKenya2015-1-20658.processed.png
bad,3,9,Lactose,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_27-12LanePADKenya2015-1-26067.processed.png
bad,6,9,Vitamin C,Paracetamol,/var/www/html/joomla/images/padimages/msh/processed/Analyst_27-12LanePADKenya2015-1-18284.processed.png
bad,6,8,Vitamin C,Benzyl Penicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_27-12LanePADKenya2015-1-32715.processed.png
bad,5,4,Cellulose,Amoxicillin,/var/www/html/joomla/images/padimages/msh/processed/Analyst_27-12LanePADKenya2015-1-9513.processed.png
